league,season,club,name,nation,pos,age,born,minute_90s,goals_against,pk_allowed,fk_goals_against,ck_goals_against,og_against,psxg,psxg_per_shot,psxg_net,psxg_net_per90,launched_passes_completed,launched_passes_att,launched_passes_completed_pct,passes_att_gk,throws_attempted,launch_pass_pct,avg_pass_len,goal_kicks_att, goal_kicks_launch_pct,goal_kicks_avg_len,crosses_faced,crosses_stopped,crosses_stopped_pct,def_act_outside_pen_area,def_act_outside_pen_area_per90,avg_distance_def_actions
ITA-Serie A,1819,Torino,Salvatore Sirigu,ITA,GK,31,1987,35.2,35,2,0,4,0,40.7,0.28,5.7,0.16,287,635,45.2,823,119,47.3,38.0,300,82.0,51.0,539,26,4.8,36,1.02,13.9
ITA-Serie A,1819,Udinese,Juan Musso,ARG,GK,24,1994,29.0,40,8,0,6,1,42.4,0.25,3.4,0.12,237,540,43.9,559,106,51.0,38.6,313,81.5,51.2,593,17,2.9,10,0.34,9.8
ITA-Serie A,1819,Udinese,Simone Scuffet,ITA,GK,22,1996,9.0,13,1,0,0,0,13.4,0.33,0.4,0.05,65,140,46.4,171,33,44.4,36.0,93,68.8,46.0,142,2,1.4,4,0.44,10.0
ITA-Serie A,1920,Atalanta,Francesco Rossi,ITA,GK,28,1991,0.1,1,0,0,0,0,0.4,0.45,-0.6,-4.53,1,1,100.0,3,1,33.3,30.3,0,,,0,0,,0,0.0,
ITA-Serie A,1920,Atalanta,Marco Sportiello,ITA,GK,27,1992,5.8,5,0,0,0,0,4.8,0.26,-0.2,-0.04,9,28,32.1,124,32,12.1,26.9,26,50.0,38.8,52,3,5.8,10,1.71,19.7
ITA-Serie A,1920,Atalanta,Pierluigi Gollini,ITA,GK,24,1995,32.0,42,6,2,4,3,36.7,0.26,-2.3,-0.07,165,381,43.3,766,161,32.1,34.0,208,64.9,50.0,314,5,1.6,57,1.78,18.1
ITA-Serie A,1920,Bologna,Angelo da Costa Júnior,BRA,GK,35,1983,1.0,1,0,0,0,0,0.2,0.1,-0.8,-0.79,0,2,0.0,22,4,9.1,27.0,4,0.0,15.8,8,0,0.0,1,1.0,33.0
ITA-Serie A,1920,Bologna,Łukasz Skorupski,POL,GK,28,1991,37.0,64,6,2,6,1,53.9,0.26,-9.1,-0.25,161,364,44.2,848,218,29.7,31.5,291,38.5,33.6,474,44,9.3,29,0.78,12.7
ITA-Serie A,1920,Brescia,Enrico Alfonso,ITA,GK,31,1988,3.1,4,0,0,0,0,2.6,0.23,-1.4,-0.47,8,27,29.6,56,9,35.7,33.3,24,29.2,29.0,54,0,0.0,4,1.29,12.9
ITA-Serie A,1920,Brescia,Jesse Joronen,FIN,GK,26,1993,29.0,59,9,0,8,3,53.6,0.25,-2.4,-0.08,138,380,36.3,579,164,44.9,36.9,275,43.6,38.3,530,17,3.2,12,0.41,9.0
ITA-Serie A,1920,Brescia,Lorenzo Andrenacci,ITA,GK,24,1995,5.9,16,0,1,1,0,12.8,0.29,-3.2,-0.54,24,60,40.0,96,45,28.1,31.8,66,50.0,40.8,98,3,3.1,1,0.17,10.1
ITA-Serie A,1920,Cagliari,Alessio Cragno,ITA,GK,25,1994,16.0,21,1,0,2,1,21.6,0.22,1.6,0.1,68,224,30.4,314,74,45.5,37.0,156,51.9,39.9,274,12,4.4,7,0.44,10.6
ITA-Serie A,1920,Cagliari,Rafael,BRA,GK,37,1982,5.0,11,2,0,0,0,7.6,0.33,-3.4,-0.68,33,71,46.5,109,18,51.4,37.0,46,32.6,31.3,98,3,3.1,3,0.59,11.1
ITA-Serie A,1920,Cagliari,Robin Olsen,SWE,GK,29,1990,16.9,24,4,0,1,2,23.2,0.22,1.2,0.07,87,246,35.4,328,62,49.7,40.2,159,52.2,42.4,293,8,2.7,5,0.3,10.1
ITA-Serie A,1920,Fiorentina,Bartłomiej Drągowski,POL,GK,21,1997,31.0,43,6,2,5,0,42.7,0.25,-0.3,-0.01,109,338,32.2,677,196,34.9,33.6,221,46.2,39.1,440,13,3.0,30,0.97,14.2
ITA-Serie A,1920,Fiorentina,Federico Brancolini,ITA,GK,18,2001,0.1,0,0,0,0,0,0.0,,0.0,0.0,1,1,100.0,2,0,0.0,24.0,1,100.0,66.0,0,0,,0,0.0,18.0
ITA-Serie A,1920,Fiorentina,Pietro Terracciano,ITA,GK,29,1990,6.9,5,3,0,0,0,7.5,0.2,2.5,0.36,18,78,23.1,149,36,38.9,35.2,59,33.9,34.7,103,6,5.8,5,0.72,12.2
ITA-Serie A,1920,Genoa,Ionuț Radu,ROU,GK,22,1997,17.0,35,6,2,4,1,31.3,0.26,-2.7,-0.16,61,169,36.1,504,90,29.0,31.0,152,15.1,26.1,252,8,3.2,7,0.41,11.1
ITA-Serie A,1920,Genoa,Mattia Perin,ITA,GK,26,1992,21.0,38,1,1,3,1,34.6,0.33,-2.4,-0.12,129,373,34.6,538,90,51.3,40.1,189,51.3,41.6,341,18,5.3,12,0.57,12.8
ITA-Serie A,1920,Hellas Verona,Boris Radunović,SRB,GK,23,1996,3.0,8,2,1,1,0,6.2,0.28,-1.8,-0.59,12,33,36.4,47,10,42.6,37.3,14,92.9,65.6,23,0,0.0,1,0.33,12.6
ITA-Serie A,1920,Hellas Verona,Marco Silvestri,ITA,GK,28,1991,35.0,43,7,1,6,1,44.9,0.24,2.9,0.08,182,687,26.5,650,74,63.1,43.7,330,83.9,55.3,547,17,3.1,15,0.43,11.0
ITA-Serie A,1920,Inter,Daniele Padelli,ITA,GK,33,1985,3.0,4,1,0,2,0,3.7,0.34,-0.3,-0.1,3,17,17.6,69,14,20.3,29.9,24,12.5,25.2,55,2,3.6,2,0.67,12.2
ITA-Serie A,1920,Inter,Samir Handanović,SVN,GK,35,1984,35.0,32,2,0,3,1,29.3,0.24,-1.7,-0.05,111,222,50.0,853,189,18.2,27.2,267,25.1,28.9,490,24,4.9,19,0.54,11.8
ITA-Serie A,1920,Juventus,Carlo Pinsoglio,ITA,GK,29,1990,0.2,0,0,0,0,0,0.0,,0.0,0.0,0,0,,1,0,0.0,17.0,2,0.0,19.0,0,0,,0,0.0,
ITA-Serie A,1920,Juventus,Gianluigi Buffon,ITA,GK,41,1978,9.0,10,1,0,0,0,7.6,0.2,-2.4,-0.27,12,26,46.2,154,42,13.6,25.1,54,9.3,21.5,109,3,2.8,7,0.78,13.6
ITA-Serie A,1920,Juventus,Wojciech Szczęsny,POL,GK,29,1990,28.8,33,8,1,3,0,37.1,0.23,4.1,0.14,82,165,49.7,560,155,23.4,29.4,195,17.4,25.8,355,11,3.1,37,1.29,16.9
ITA-Serie A,1920,Lazio,Thomas Strakosha,ALB,GK,24,1995,38.0,42,7,1,7,1,44.4,0.24,3.4,0.09,148,368,40.2,938,143,32.0,31.2,291,23.4,26.0,474,10,2.1,18,0.47,13.6
ITA-Serie A,1920,Lecce,Gabriel,BRA,GK,26,1992,33.3,76,10,1,9,3,70.4,0.27,-2.6,-0.08,124,310,40.0,646,194,31.1,32.0,326,33.4,30.7,597,27,4.5,15,0.45,11.0
ITA-Serie A,1920,Lecce,Mauro Vigorito,ITA,GK,29,1990,4.7,9,1,0,1,0,8.7,0.3,-0.3,-0.06,21,53,39.6,100,27,35.0,32.2,48,37.5,30.3,90,2,2.2,3,0.64,12.0
ITA-Serie A,1920,Milan,Asmir Begović,BIH,GK,32,1987,1.4,3,1,0,0,0,4.0,0.43,1.0,0.73,3,10,30.0,26,5,26.9,30.5,12,25.0,33.1,16,0,0.0,0,0.0,
ITA-Serie A,1920,Milan,Gianluigi Donnarumma,ITA,GK,20,1999,35.6,42,4,0,4,1,39.7,0.23,-1.3,-0.04,177,406,43.6,878,178,32.3,31.3,259,47.1,36.9,473,27,5.7,37,1.04,13.9
ITA-Serie A,1920,Milan,Pepe Reina,ESP,GK,36,1982,1.0,1,0,1,0,0,1.8,0.14,0.8,0.83,8,14,57.1,28,6,32.1,34.9,7,71.4,45.0,17,2,11.8,2,2.0,12.0
ITA-Serie A,1920,Napoli,Alex Meret,ITA,GK,22,1997,21.7,33,5,0,2,1,27.7,0.27,-4.3,-0.2,31,103,30.1,466,86,17.2,25.5,139,16.5,22.9,241,4,1.7,15,0.69,14.3
ITA-Serie A,1920,Napoli,David Ospina,COL,GK,30,1988,16.3,17,2,1,2,0,14.8,0.25,-2.2,-0.13,34,77,44.2,383,55,16.2,25.7,85,17.6,22.1,184,11,6.0,17,1.04,16.2
ITA-Serie A,1920,Parma,Luigi Sepe,ITA,GK,28,1991,34.0,53,6,1,10,0,54.8,0.25,1.8,0.05,225,471,47.8,801,115,42.4,37.1,327,40.1,32.0,624,20,3.2,10,0.29,12.2
ITA-Serie A,1920,Parma,Simone Colombi,ITA,GK,28,1991,4.0,4,1,0,0,0,6.2,0.28,2.2,0.56,9,24,37.5,59,14,28.8,29.3,42,16.7,23.1,61,1,1.6,0,0.0,7.8
ITA-Serie A,1920,Roma,Antonio Mirante,ITA,GK,36,1983,5.0,5,1,0,0,0,8.7,0.34,3.7,0.73,24,49,49.0,142,30,31.0,30.7,29,17.2,28.3,83,1,1.2,8,1.6,14.9
ITA-Serie A,1920,Roma,Daniel Fuzato,BRA,GK,22,1997,1.0,1,0,0,1,0,0.4,0.22,-0.6,-0.57,3,14,21.4,34,4,29.4,33.1,10,40.0,33.2,14,1,7.1,1,1.0,11.5
ITA-Serie A,1920,Roma,Pau López,ESP,GK,24,1994,32.0,45,8,1,4,0,44.3,0.27,-0.7,-0.02,143,317,45.1,838,175,29.1,31.4,208,35.1,34.9,373,9,2.4,44,1.38,18.2
ITA-Serie A,1920,SPAL,Demba Thiam,SEN,GK,21,1998,2.0,4,1,0,1,0,3.2,0.14,-0.8,-0.4,8,21,38.1,42,10,31.0,31.0,27,29.6,25.9,36,2,5.6,0,0.0,10.3
ITA-Serie A,1920,SPAL,Etrit Berisha,ALB,GK,30,1989,26.0,44,6,1,2,2,45.4,0.27,3.4,0.13,164,389,42.2,642,142,39.6,34.0,233,57.9,44.1,419,12,2.9,21,0.81,14.3
ITA-Serie A,1920,SPAL,Karlo Letica,CRO,GK,22,1997,10.0,29,0,2,1,1,18.9,0.28,-9.1,-0.91,55,155,35.5,219,54,44.7,37.2,95,60.0,45.4,168,5,3.0,3,0.3,10.3
ITA-Serie A,1920,Sampdoria,Emil Audero,ITA,GK,22,1997,36.0,60,7,0,10,4,47.9,0.25,-8.1,-0.23,187,519,36.0,742,132,45.7,37.2,291,61.9,44.6,603,16,2.7,32,0.89,14.0
ITA-Serie A,1920,Sampdoria,Wladimiro Falcone,ITA,GK,24,1995,2.0,5,1,0,0,0,5.6,0.36,0.6,0.32,5,25,20.0,43,10,34.9,29.8,18,55.6,44.9,27,0,0.0,2,1.0,16.4
ITA-Serie A,1920,Sassuolo,Andrea Consigli,ITA,GK,32,1987,31.0,55,7,1,9,3,45.0,0.27,-7.0,-0.23,90,268,33.6,778,141,27.4,28.8,205,26.8,27.8,432,19,4.4,30,0.97,13.6
ITA-Serie A,1920,Sassuolo,Gianluca Pegolo,ITA,GK,38,1981,5.0,4,0,0,0,1,5.7,0.22,2.7,0.54,12,29,41.4,122,24,18.9,24.2,36,16.7,19.9,71,1,1.4,5,1.0,17.4
ITA-Serie A,1920,Sassuolo,Stefano Turati,ITA,GK,17,2001,2.0,4,1,0,0,0,4.1,0.25,0.1,0.03,6,10,60.0,38,7,18.4,24.8,14,21.4,24.0,34,1,2.9,3,1.5,18.8
ITA-Serie A,1920,Torino,Antonio Rosati,ITA,GK,36,1983,1.0,1,0,0,0,0,0.4,0.09,-0.6,-0.57,9,16,56.3,20,6,35.0,30.9,15,60.0,40.9,13,0,0.0,0,0.0,9.3
ITA-Serie A,1920,Torino,Salvatore Sirigu,ITA,GK,32,1987,36.0,64,9,3,6,3,59.1,0.26,-1.9,-0.05,243,523,46.5,823,112,40.0,35.4,333,58.3,41.1,588,22,3.7,18,0.5,14.4
ITA-Serie A,1920,Torino,Samir Ujkani,KVX,GK,31,1988,1.0,3,1,0,1,0,2.4,0.23,-0.6,-0.62,6,13,46.2,42,2,28.6,31.9,8,12.5,25.8,12,0,0.0,1,1.0,15.0
ITA-Serie A,1920,Udinese,Juan Musso,ARG,GK,25,1994,38.0,51,8,2,4,0,52.1,0.22,1.1,0.03,184,421,43.7,812,171,34.5,32.7,358,39.4,34.1,581,25,4.3,20,0.53,11.6
ITA-Serie A,2021,Atalanta,Marco Sportiello,ITA,GK,28,1992,14.0,21,1,0,2,0,17.3,0.33,-3.7,-0.26,40,91,44.0,318,74,17.9,28.3,57,59.6,43.6,143,8,5.6,27,1.93,16.3
ITA-Serie A,2021,Atalanta,Pierluigi Gollini,ITA,GK,25,1995,24.0,26,4,0,3,1,24.9,0.29,-0.1,0.0,92,232,39.7,550,87,28.7,32.6,116,63.8,49.7,234,6,2.6,39,1.63,17.4
ITA-Serie A,2021,Benevento,Lorenzo Montipò,ITA,GK,24,1996,37.0,74,4,0,8,6,62.3,0.34,-5.7,-0.15,204,578,35.3,966,178,43.5,36.8,271,58.3,43.4,620,19,3.1,21,0.57,11.6
ITA-Serie A,2021,Benevento,Niccolò Manfredini,ITA,GK,32,1988,1.0,1,0,0,1,0,0.9,0.18,-0.1,-0.08,1,5,20.0,24,9,8.3,25.6,7,42.9,36.9,19,2,10.5,3,3.0,13.0
ITA-Serie A,2021,Bologna,Angelo da Costa Júnior,BRA,GK,36,1983,6.0,9,1,1,0,0,8.6,0.33,-0.4,-0.06,27,53,50.9,240,24,17.9,27.6,43,23.3,26.3,86,5,5.8,10,1.67,15.0
ITA-Serie A,2021,Bologna,Federico Ravaglia,ITA,GK,20,1999,4.0,10,1,0,1,1,7.2,0.34,-1.8,-0.44,8,23,34.8,114,17,16.7,25.6,23,17.4,21.8,33,0,0.0,8,2.0,26.2
ITA-Serie A,2021,Bologna,Łukasz Skorupski,POL,GK,29,1991,28.0,46,5,1,8,1,47.4,0.29,2.4,0.09,92,257,35.8,724,168,27.8,30.2,231,24.2,23.4,443,23,5.2,21,0.75,12.6
ITA-Serie A,2021,Cagliari,Alessio Cragno,ITA,GK,26,1994,34.0,53,5,1,7,0,54.2,0.27,1.2,0.03,175,429,40.8,688,139,39.1,33.5,274,58.4,42.0,530,19,3.6,22,0.65,14.2
ITA-Serie A,2021,Cagliari,Guglielmo Vicario,ITA,GK,23,1996,4.0,6,0,0,2,0,4.9,0.23,-1.1,-0.28,26,54,48.1,81,17,39.5,35.6,25,88.0,56.4,71,1,1.4,0,0.0,6.8
ITA-Serie A,2021,Crotone,Alex Cordaz,ITA,GK,37,1983,36.0,91,5,2,9,2,72.1,0.33,-16.9,-0.47,195,502,38.8,1134,164,33.5,31.8,306,39.9,33.2,555,18,3.2,36,1.0,15.1
ITA-Serie A,2021,Crotone,Gian Crespi,ITA,GK,19,2001,1.0,0,0,0,0,0,0.4,0.44,0.4,0.44,7,11,63.6,29,4,27.6,26.3,11,27.3,28.0,14,0,0.0,1,1.0,18.7
ITA-Serie A,2021,Crotone,Marco Festa,ITA,GK,28,1992,1.0,1,0,0,0,0,0.9,0.11,-0.1,-0.1,8,13,61.5,26,9,30.8,31.1,10,50.0,36.7,20,0,0.0,1,1.0,11.5
ITA-Serie A,2021,Fiorentina,Bartłomiej Drągowski,POL,GK,22,1997,35.0,55,8,1,10,1,56.2,0.33,2.2,0.06,180,496,36.3,789,160,44.9,37.9,260,54.6,43.6,486,24,4.9,27,0.77,13.3
ITA-Serie A,2021,Fiorentina,Pietro Terracciano,ITA,GK,30,1990,3.0,4,0,0,1,1,3.0,0.19,0.0,0.01,28,66,42.4,56,10,64.3,45.9,32,93.8,59.6,52,2,3.8,1,0.33,11.1
ITA-Serie A,2021,Genoa,Alberto Paleari,ITA,GK,27,1992,2.3,3,0,0,0,0,2.9,0.25,-0.1,-0.04,7,30,23.3,59,11,39.0,34.6,19,36.8,35.7,33,1,3.0,2,0.87,11.1
ITA-Serie A,2021,Genoa,Federico Marchetti,ITA,GK,37,1983,3.7,11,0,0,1,0,8.6,0.48,-2.4,-0.64,11,30,36.7,103,17,16.5,24.4,34,38.2,30.4,48,1,2.1,6,1.62,14.5
ITA-Serie A,2021,Genoa,Mattia Perin,ITA,GK,27,1992,32.0,44,7,0,5,2,47.5,0.27,5.5,0.17,187,554,33.8,882,140,47.4,37.1,275,49.5,38.4,540,19,3.5,18,0.56,12.6
ITA-Serie A,2021,Hellas Verona,Alessandro Berardi,ITA,GK,29,1991,0.3,0,0,0,0,0,0.0,0.02,0.0,0.06,5,9,55.6,7,0,71.4,43.0,4,100.0,66.5,6,0,0.0,0,0.0,9.0
ITA-Serie A,2021,Hellas Verona,Ivor Pandur,CRO,GK,20,2000,3.7,6,0,0,1,0,4.8,0.37,-1.2,-0.33,16,56,28.6,79,9,45.6,34.1,22,90.9,61.2,37,3,8.1,5,1.36,16.8
ITA-Serie A,2021,Hellas Verona,Marco Silvestri,ITA,GK,29,1991,34.0,42,6,1,6,2,36.6,0.24,-3.4,-0.1,191,679,28.1,694,77,63.5,43.1,266,89.5,58.0,444,9,2.0,20,0.61,12.4
ITA-Serie A,2021,Inter,Daniele Padelli,ITA,GK,34,1985,0.5,1,1,0,0,0,1.3,0.13,0.3,0.5,0,0,,9,1,0.0,17.9,4,0.0,14.5,5,0,0.0,1,2.0,20.0
ITA-Serie A,2021,Inter,Ionuț Radu,ROU,GK,23,1997,1.5,1,0,0,0,0,0.4,0.07,-0.6,-0.38,0,2,0.0,47,12,4.3,21.1,9,0.0,13.9,28,0,0.0,3,2.0,13.9
ITA-Serie A,2021,Inter,Samir Handanović,SVN,GK,36,1984,36.0,33,4,1,3,1,31.6,0.24,-0.4,-0.01,91,200,45.5,911,159,17.0,26.7,167,26.9,30.8,441,13,2.9,22,0.61,14.9
ITA-Serie A,2021,Juventus,Carlo Pinsoglio,ITA,GK,30,1990,0.3,1,0,0,0,0,1.0,0.51,0.0,0.07,0,0,,9,0,0.0,20.9,2,0.0,14.0,2,0,0.0,1,3.91,28.0
ITA-Serie A,2021,Juventus,Gianluigi Buffon,ITA,GK,42,1978,8.0,5,2,1,0,0,5.5,0.13,0.5,0.07,25,62,40.3,245,45,20.4,27.4,61,19.7,25.0,122,1,0.8,9,1.13,15.2
ITA-Serie A,2021,Juventus,Wojciech Szczęsny,POL,GK,30,1990,29.7,32,4,0,4,2,29.8,0.25,-0.2,-0.01,76,149,51.0,836,132,15.6,26.5,179,10.6,22.0,399,12,3.0,37,1.24,16.2
ITA-Serie A,2021,Lazio,Pepe Reina,ESP,GK,37,1982,29.0,41,8,0,6,2,37.4,0.26,-1.6,-0.05,131,295,44.4,983,125,26.8,30.8,145,22.1,25.5,372,9,2.4,17,0.59,13.8
ITA-Serie A,2021,Lazio,Thomas Strakosha,ALB,GK,25,1995,9.0,14,2,0,1,0,12.8,0.29,-1.2,-0.14,50,90,55.6,287,49,29.6,29.3,57,8.8,23.6,119,4,3.4,5,0.56,14.2
ITA-Serie A,2021,Milan,Ciprian Tătărușanu,ROU,GK,34,1986,1.0,3,1,0,2,0,2.4,0.29,-0.6,-0.59,1,3,33.3,22,8,9.1,19.7,4,25.0,30.3,12,0,0.0,0,0.0,8.0
ITA-Serie A,2021,Milan,Gianluigi Donnarumma,ITA,GK,21,1999,37.0,38,2,2,6,1,35.7,0.27,-1.3,-0.04,152,365,41.6,1021,148,27.3,29.0,207,41.5,33.7,556,29,5.2,43,1.16,14.8
ITA-Serie A,2021,Napoli,Alex Meret,ITA,GK,23,1997,22.0,29,2,1,3,1,26.2,0.31,-1.8,-0.08,35,77,45.5,510,96,12.2,24.9,93,16.1,23.3,241,8,3.3,13,0.59,13.1
ITA-Serie A,2021,Napoli,David Ospina,COL,GK,31,1988,16.0,12,3,0,0,0,13.9,0.26,1.9,0.12,57,119,47.9,488,51,22.7,28.6,57,14.0,22.9,192,15,7.8,11,0.69,12.6
ITA-Serie A,2021,Parma,Luigi Sepe,ITA,GK,29,1991,36.0,76,2,0,8,3,56.8,0.31,-16.2,-0.45,298,554,53.8,1165,182,38.1,34.4,274,40.1,36.5,619,16,2.6,24,0.67,13.9
ITA-Serie A,2021,Parma,Simone Colombi,ITA,GK,29,1991,2.0,7,1,0,2,0,4.4,0.35,-2.6,-1.28,17,30,56.7,41,6,53.7,37.5,11,72.7,49.4,27,0,0.0,0,0.0,7.5
ITA-Serie A,2021,Roma,Antonio Mirante,ITA,GK,37,1983,12.8,19,2,1,0,0,15.8,0.24,-3.2,-0.27,46,106,43.4,309,63,26.9,30.9,83,27.7,28.6,162,1,0.6,23,1.95,18.3
ITA-Serie A,2021,Roma,Daniel Fuzato,BRA,GK,23,1997,5.0,7,0,0,1,0,5.6,0.22,-1.4,-0.27,17,51,33.3,122,31,32.8,34.1,30,36.7,37.2,50,4,8.0,2,0.4,11.5
ITA-Serie A,2021,Roma,Pau López,ESP,GK,25,1994,20.2,29,3,1,4,3,25.4,0.27,-0.6,-0.03,59,166,35.5,562,107,22.6,29.2,101,38.6,35.6,174,7,4.0,30,1.49,19.2
ITA-Serie A,2021,Sampdoria,Emil Audero,ITA,GK,23,1997,37.0,54,7,1,6,1,51.9,0.25,-1.1,-0.03,213,543,39.2,986,180,38.2,35.0,259,64.1,45.3,563,12,2.1,34,0.92,14.8
ITA-Serie A,2021,Sampdoria,Karlo Letica,CRO,GK,23,1997,1.0,0,0,0,0,0,0.2,0.22,0.2,0.22,1,5,20.0,29,7,13.8,25.6,5,20.0,33.6,17,0,0.0,1,1.0,11.0
ITA-Serie A,2021,Sassuolo,Andrea Consigli,ITA,GK,33,1987,37.0,56,4,0,4,1,53.6,0.27,-1.4,-0.04,118,319,37.0,1114,172,24.0,27.7,240,21.7,24.1,513,26,5.1,34,0.92,15.1
ITA-Serie A,2021,Sassuolo,Gianluca Pegolo,ITA,GK,39,1981,1.0,0,0,0,0,0,0.1,0.13,0.1,0.13,0,1,0.0,14,2,7.1,19.1,8,0.0,14.0,15,1,6.7,1,1.0,15.3
ITA-Serie A,2021,Spezia,Ivan Provedel,ITA,GK,26,1994,29.0,55,6,1,4,0,48.0,0.32,-7.0,-0.24,185,489,37.8,1244,132,33.4,34.2,157,46.5,42.0,298,9,3.0,46,1.59,17.2
ITA-Serie A,2021,Spezia,Jeroen Zoet,NED,GK,29,1991,6.7,12,3,0,2,0,10.0,0.24,-2.0,-0.3,37,101,36.6,275,46,32.4,33.1,31,38.7,37.4,72,6,8.3,11,1.64,17.8
ITA-Serie A,2021,Spezia,Rafael,BRA,GK,38,1982,2.3,5,0,0,0,0,5.9,0.33,0.9,0.38,12,35,34.3,91,10,34.1,32.4,16,25.0,27.8,37,1,2.7,2,0.87,12.6
ITA-Serie A,2021,Torino,Salvatore Sirigu,ITA,GK,33,1987,32.0,62,8,1,6,0,50.4,0.32,-11.6,-0.36,168,418,40.2,734,108,38.3,33.6,271,50.6,37.9,486,11,2.3,21,0.66,14.6
ITA-Serie A,2021,Torino,Samir Ujkani,KVX,GK,32,1988,1.0,1,0,0,0,0,0.3,0.09,-0.7,-0.73,2,5,40.0,20,5,25.0,30.9,6,0.0,26.0,19,0,0.0,0,0.0,11.5
ITA-Serie A,2021,Torino,Vanja Milinković-Savić,SRB,GK,23,1997,5.0,6,1,0,0,0,5.4,0.22,-0.6,-0.12,20,72,27.8,143,17,38.5,36.1,32,53.1,44.7,64,1,1.6,10,2.0,19.1
ITA-Serie A,2021,Udinese,Juan Musso,ARG,GK,26,1994,35.0,51,13,2,2,0,51.0,0.26,0.0,0.0,165,380,43.4,760,171,36.2,32.9,254,41.3,34.7,484,26,5.4,18,0.51,13.3
ITA-Serie A,2021,Udinese,Manuel Gasparini,ITA,GK,18,2002,0.0,0,0,0,0,0,0.0,,0.0,0.0,1,1,100.0,1,0,100.0,44.0,1,0.0,15.0,0,0,,0,0.0,
ITA-Serie A,2021,Udinese,Nícolas Andrade,BRA,GK,32,1988,2.0,5,0,0,0,0,3.7,0.62,-1.3,-0.64,7,13,53.8,31,6,25.8,29.4,9,55.6,43.1,23,0,0.0,0,0.0,11.0
ITA-Serie A,2021,Udinese,Simone Scuffet,ITA,GK,24,1996,1.0,2,1,0,0,0,1.7,0.19,-0.3,-0.26,8,17,47.1,19,5,52.6,39.1,9,77.8,48.6,26,0,0.0,0,0.0,5.7
ITA-Serie A,2122,Atalanta,Francesco Rossi,ITA,GK,30,1991,0.4,1,0,0,0,0,1.0,0.52,0.0,0.11,2,6,33.3,12,0,41.7,37.8,4,25.0,39.3,3,0,0.0,0,0.0,18.0
ITA-Serie A,2122,Atalanta,Juan Musso,ARG,GK,27,1994,32.6,42,3,0,2,3,37.5,0.3,-1.5,-0.05,147,348,42.2,744,170,27.4,31.3,208,69.2,49.7,308,28,9.1,39,1.2,16.5
ITA-Serie A,2122,Atalanta,Marco Sportiello,ITA,GK,29,1992,5.0,5,2,0,1,0,5.6,0.2,0.6,0.12,8,33,24.2,107,33,14.0,26.0,28,64.3,47.0,45,1,2.2,4,0.8,13.9
ITA-Serie A,2122,Bologna,Francesco Bardi,ITA,GK,29,1992,2.0,2,0,0,0,0,2.7,0.3,0.7,0.37,5,19,26.3,35,6,40.0,33.0,13,38.5,32.1,24,2,8.3,0,0.0,5.5
ITA-Serie A,2122,Bologna,Nicola Bagnolini,ITA,GK,17,2004,0.0,0,0,0,0,0,0.2,0.19,0.2,5.78,0,4,0.0,3,0,100.0,61.0,1,100.0,60.0,3,0,0.0,0,0.0,
ITA-Serie A,2122,Bologna,Łukasz Skorupski,POL,GK,30,1991,36.0,53,8,1,3,2,53.3,0.26,2.3,0.06,193,459,42.0,956,164,39.1,34.0,294,28.9,26.6,498,27,5.4,14,0.39,11.3
ITA-Serie A,2122,Cagliari,Alessio Cragno,ITA,GK,27,1994,35.0,63,6,4,10,1,52.4,0.28,-9.6,-0.27,321,703,45.7,890,112,52.9,39.4,316,73.4,48.2,484,22,4.5,33,0.94,15.0
ITA-Serie A,2122,Cagliari,Boris Radunović,SRB,GK,25,1996,3.0,5,1,1,0,0,6.4,0.26,1.4,0.46,22,62,35.5,72,10,54.2,41.5,28,82.1,51.1,42,1,2.4,1,0.33,13.8
ITA-Serie A,2122,Empoli,Guglielmo Vicario,ITA,GK,24,1996,38.0,70,5,1,5,6,65.2,0.28,1.2,0.03,133,386,34.5,1066,215,26.2,29.5,257,41.6,37.5,602,35,5.8,38,1.0,13.9
ITA-Serie A,2122,Fiorentina,Bartłomiej Drągowski,POL,GK,23,1997,6.2,8,1,0,1,0,8.1,0.24,0.1,0.02,43,97,44.3,304,23,26.3,30.8,39,43.6,40.2,61,2,3.3,20,3.24,22.3
ITA-Serie A,2122,Fiorentina,Pietro Terracciano,ITA,GK,31,1990,31.8,43,2,0,2,2,31.6,0.29,-9.4,-0.29,197,464,42.5,1356,141,29.8,32.2,170,35.3,33.7,291,22,7.6,51,1.6,16.7
ITA-Serie A,2122,Genoa,Adrian Šemper,CRO,GK,23,1998,1.0,1,0,0,0,0,0.9,0.28,-0.1,-0.06,6,21,28.6,30,3,50.0,38.5,7,85.7,52.0,14,2,14.3,0,0.0,11.2
ITA-Serie A,2122,Genoa,Salvatore Sirigu,ITA,GK,34,1987,37.0,59,4,3,7,2,50.6,0.26,-6.4,-0.17,257,605,42.5,916,100,46.3,36.6,263,68.8,45.9,476,14,2.9,20,0.54,12.9
ITA-Serie A,2122,Hellas Verona,Alessandro Berardi,ITA,GK,30,1991,1.0,3,0,0,0,0,2.3,0.38,-0.7,-0.66,4,19,21.1,23,4,52.2,39.7,7,100.0,58.7,12,0,0.0,0,0.0,
ITA-Serie A,2122,Hellas Verona,Ivor Pandur,CRO,GK,21,2000,3.0,6,1,1,1,0,5.7,0.33,-0.3,-0.1,15,26,57.7,53,9,34.0,33.1,15,53.3,37.1,22,1,4.5,1,0.33,11.3
