league,season,team,name,nation,pos,age,born,minute_90s,sca,sca_90,passlive_sca,passdead_sca,to_sca,sh_sca,fld_sca,def_sca,gca,gca_90,passlive_gca,passdead_gca,to_gca,sh_gca,fld_gca,def_gca
ITA-Serie A,1920,Bologna,Riccardo Orsolini,ITA,"FW,MF",22,1997,29.8,121,4.06,65,20,15,8,12,1,14,0.47,5,2,2,2,3,0
ITA-Serie A,1920,Bologna,Roberto Soriano,ITA,MF,28,1991,27.4,116,4.23,99,0,4,3,8,2,13,0.47,9,0,1,0,3,0
ITA-Serie A,1920,Bologna,Rodrigo Palacio,ARG,FW,37,1982,28.0,88,3.15,81,0,4,1,2,0,6,0.21,6,0,0,0,0,0
ITA-Serie A,1920,Bologna,Stefano Denswil,SUR,DF,26,1993,24.9,27,1.08,21,1,0,2,3,0,2,0.08,2,0,0,0,0,0
ITA-Serie A,1920,Bologna,Takehiro Tomiyasu,JPN,DF,20,1998,28.1,44,1.57,37,0,2,3,1,1,5,0.18,4,0,1,0,0,0
ITA-Serie A,1920,Bologna,Łukasz Skorupski,POL,GK,28,1991,37.0,3,0.08,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,1920,Brescia,Alessandro Matri,ITA,"FW,MF",34,1984,1.0,5,5.06,4,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,1920,Brescia,Alessandro Semprini,ITA,DF,21,1998,7.0,13,1.86,11,2,0,0,0,0,1,0.14,1,0,0,0,0,0
ITA-Serie A,1920,Brescia,Aleš Matějů,CZE,DF,23,1996,28.3,21,0.74,15,3,0,0,2,1,2,0.07,2,0,0,0,0,0
ITA-Serie A,1920,Brescia,Alfredo Donnarumma,ITA,FW,28,1990,18.7,48,2.56,34,0,3,3,5,3,5,0.27,4,0,0,0,1,0
ITA-Serie A,1920,Brescia,Andrea Cistana,ITA,DF,22,1997,20.4,8,0.39,7,0,0,1,0,0,1,0.05,1,0,0,0,0,0
ITA-Serie A,1920,Brescia,Andrea Ghezzi,ITA,"FW,MF",18,2001,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,1920,Brescia,Andrea Papetti,ITA,DF,17,2002,10.2,4,0.39,3,0,0,0,1,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,1920,Brescia,Birkir Bjarnason,ISL,"MF,FW",31,1988,8.9,15,1.69,12,0,0,2,1,0,3,0.34,2,0,0,1,0,0
ITA-Serie A,1920,Brescia,Bruno Martella,ITA,DF,26,1992,14.1,34,2.41,27,2,2,2,0,1,2,0.14,2,0,0,0,0,0
ITA-Serie A,1920,Brescia,Daniele Dessena,ITA,MF,32,1987,20.8,25,1.2,21,0,0,2,2,0,3,0.14,1,0,0,0,2,0
ITA-Serie A,1920,Brescia,Daniele Gastaldello,ITA,DF,36,1983,4.3,2,0.46,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,1920,Brescia,Dimitri Bisoli,ITA,MF,25,1994,23.9,47,1.97,35,0,4,3,4,1,3,0.13,2,0,0,0,1,0
ITA-Serie A,1920,Brescia,Emanuele Ndoj,ALB,MF,22,1996,6.2,15,2.43,10,0,1,1,3,0,1,0.16,0,0,0,1,0,0
ITA-Serie A,1920,Brescia,Enrico Alfonso,ITA,GK,31,1988,3.1,1,0.32,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,1920,Brescia,Ernesto Torregrossa,VEN,FW,27,1992,20.5,69,3.37,39,4,4,10,12,0,10,0.49,6,0,0,4,0,0
ITA-Serie A,1920,Brescia,Felipe Curcio,BRA,DF,25,1993,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,1920,Brescia,Florian Ayé,FRA,"FW,MF",22,1997,15.3,36,2.35,22,1,2,7,4,0,2,0.13,1,0,0,0,1,0
ITA-Serie A,1920,Brescia,Giangiacomo Magnani,ITA,DF,23,1995,1.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,1920,Brescia,Jaromír Zmrhal,CZE,MF,25,1993,12.5,27,2.16,23,1,1,1,1,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,1920,Brescia,Jesse Joronen,FIN,GK,26,1993,29.0,4,0.14,3,1,0,0,0,0,1,0.03,0,1,0,0,0,0
ITA-Serie A,1920,Brescia,Jhon Chancellor,VEN,DF,27,1992,24.9,8,0.32,6,1,0,1,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,1920,Brescia,Leonardo Morosini,ITA,"FW,DF",23,1995,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,1920,Brescia,Lorenzo Andrenacci,ITA,GK,24,1995,5.9,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,1920,Brescia,Luca Tremolada,ITA,MF,27,1991,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,1920,Brescia,Mario Balotelli,ITA,FW,28,1990,15.6,36,2.31,18,0,2,7,9,0,1,0.06,1,0,0,0,0,0
ITA-Serie A,1920,Brescia,Massimiliano Mangraviti,ITA,DF,21,1998,10.8,7,0.65,6,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,1920,Brescia,Mattia Viviani,ITA,MF,18,2000,3.8,9,2.35,8,0,0,0,1,0,1,0.26,1,0,0,0,0,0
ITA-Serie A,1920,Brescia,Nikolas Špalek,SVK,"MF,FW",22,1997,17.5,34,1.94,25,2,0,2,5,0,2,0.11,1,0,0,0,1,0
ITA-Serie A,1920,Brescia,Rômulo,ITA,MF,32,1987,19.1,45,2.35,36,5,0,2,2,0,4,0.21,4,0,0,0,0,0
ITA-Serie A,1920,Brescia,Sandro Tonali,ITA,MF,19,2000,33.5,135,4.03,59,58,5,3,9,1,11,0.33,3,7,0,0,0,1
ITA-Serie A,1920,Brescia,Simon Skrabb,FIN,"FW,MF",24,1995,2.9,5,1.76,4,0,1,0,0,0,1,0.35,1,0,0,0,0,0
ITA-Serie A,1920,Brescia,Stefano Sabelli,ITA,DF,26,1993,35.2,72,2.05,52,7,2,1,9,1,4,0.11,3,0,0,0,1,0
ITA-Serie A,1920,Cagliari,Alberto Cerri,ITA,FW,23,1996,2.7,5,1.84,5,0,0,0,0,0,1,0.37,1,0,0,0,0,0
ITA-Serie A,1920,Cagliari,Alberto Paloschi,ITA,"FW,MF",29,1990,2.3,2,0.87,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,1920,Cagliari,Alessandro Deiola,ITA,MF,23,1995,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,1920,Cagliari,Alessio Cragno,ITA,GK,25,1994,16.0,1,0.06,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,1920,Cagliari,Andrea Carboni,ITA,DF,18,2001,4.1,3,0.73,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,1920,Cagliari,Artur Ioniță,MDA,MF,28,1990,21.1,31,1.47,26,1,1,1,2,0,2,0.09,2,0,0,0,0,0
ITA-Serie A,1920,Cagliari,Charalambos Lykogiannis,GRE,DF,25,1993,14.9,16,1.08,10,5,1,0,0,0,3,0.2,1,2,0,0,0,0
ITA-Serie A,1920,Cagliari,Christian Oliva,URU,MF,23,1996,5.2,8,1.54,8,0,0,0,0,0,3,0.58,3,0,0,0,0,0
ITA-Serie A,1920,Cagliari,Daniele Ragatzu,ITA,"MF,FW",27,1991,3.5,17,4.89,13,1,3,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,1920,Cagliari,Fabio Pisacane,ITA,DF,33,1986,27.1,14,0.52,13,0,1,0,0,0,1,0.04,1,0,0,0,0,0
ITA-Serie A,1920,Cagliari,Fabrizio Cacciatore,ITA,DF,32,1986,12.8,20,1.56,17,3,0,0,0,0,3,0.23,3,0,0,0,0,0
ITA-Serie A,1920,Cagliari,Federico Marigosu,ITA,MF,18,2001,0.3,3,11.25,1,0,1,0,1,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,1920,Cagliari,Federico Mattiello,ITA,DF,24,1995,10.3,21,2.03,16,1,1,2,0,1,2,0.19,1,0,0,0,0,1
ITA-Serie A,1920,Cagliari,Gastón Pereiro,URU,"MF,FW",24,1995,3.9,10,2.59,4,1,5,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,1920,Cagliari,Giovanni Simeone,ARG,FW,24,1995,32.5,40,1.23,22,0,7,5,5,1,4,0.12,2,0,0,0,1,1
ITA-Serie A,1920,Cagliari,João Pedro,ITA,"FW,MF",27,1992,35.0,78,2.23,56,2,3,8,8,1,12,0.34,8,0,1,2,1,0
ITA-Serie A,1920,Cagliari,Leonardo Pavoletti,ITA,FW,30,1988,0.5,2,4.0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,1920,Cagliari,Luca Ceppitelli,ITA,DF,29,1989,13.8,8,0.58,8,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,1920,Cagliari,Luca Cigarini,ITA,MF,33,1986,17.8,74,4.17,49,22,0,0,2,1,11,0.62,8,2,0,0,1,0
ITA-Serie A,1920,Cagliari,Luca Gagliano,ITA,FW,19,2000,0.6,1,1.73,1,0,0,0,0,0,1,1.73,1,0,0,0,0,0
ITA-Serie A,1920,Cagliari,Luca Pellegrini,ITA,DF,20,1999,21.2,52,2.45,39,5,4,1,3,0,9,0.42,7,1,0,0,1,0
ITA-Serie A,1920,Cagliari,Lucas Castro,ARG,MF,30,1989,6.7,16,2.38,12,1,1,0,0,2,1,0.15,1,0,0,0,0,0
ITA-Serie A,1920,Cagliari,Marko Rog,CRO,MF,24,1995,25.7,83,3.22,55,7,7,6,6,2,8,0.31,6,0,0,2,0,0
ITA-Serie A,1920,Cagliari,Nahitan Nández,URU,"MF,DF",23,1995,32.2,96,2.98,76,3,9,2,5,1,7,0.22,6,0,1,0,0,0
ITA-Serie A,1920,Cagliari,Paolo Faragò,ITA,"DF,MF",26,1993,14.9,31,2.08,26,3,1,0,0,1,4,0.27,3,0,0,0,0,1
ITA-Serie A,1920,Cagliari,Radja Nainggolan,BEL,MF,31,1988,23.0,91,3.95,74,5,5,6,0,1,10,0.43,7,0,1,2,0,0
ITA-Serie A,1920,Cagliari,Rafael,BRA,GK,37,1982,5.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,1920,Cagliari,Ragnar Klavan,EST,DF,33,1985,26.2,11,0.42,10,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,1920,Cagliari,Riccardo Ladinetti,ITA,MF,18,2000,1.4,5,3.54,4,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,1920,Cagliari,Robin Olsen,SWE,GK,29,1990,16.9,1,0.06,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,1920,Cagliari,Sebastian Walukiewicz,POL,DF,19,2000,12.9,6,0.46,5,0,0,0,0,1,0,0.0,0,0,0,0,0,0
ITA-Serie A,1920,Cagliari,Simone Pinna,ITA,DF,21,1997,1.0,3,3.0,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,1920,Cagliari,Valter Birsa,SVN,"MF,FW",32,1986,4.8,22,4.6,13,9,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,1920,Fiorentina,Aleksa Terzić,SRB,MF,19,1999,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,1920,Fiorentina,Alfred Duncan,GHA,MF,26,1993,9.9,20,2.03,17,1,1,0,1,0,2,0.2,1,0,0,0,1,0
ITA-Serie A,1920,Fiorentina,Bartłomiej Drągowski,POL,GK,21,1997,31.0,8,0.26,7,1,0,0,0,0,2,0.06,2,0,0,0,0,0
ITA-Serie A,1920,Fiorentina,Christian Dalle Mura,ITA,FW,17,2002,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,1920,Fiorentina,Christian Kouamé,CIV,"FW,MF",21,1997,3.3,12,3.59,9,0,2,0,1,0,1,0.3,1,0,0,0,0,0
ITA-Serie A,1920,Fiorentina,Dalbert Henrique,BRA,"DF,MF",25,1993,27.6,76,2.75,58,7,2,4,3,2,8,0.29,5,1,0,1,1,0
ITA-Serie A,1920,Fiorentina,Dušan Vlahović,SRB,FW,19,2000,16.7,39,2.34,17,1,5,10,6,0,2,0.12,1,0,0,1,0,0
ITA-Serie A,1920,Fiorentina,Erick Pulgar,CHI,MF,25,1994,32.8,127,3.87,60,59,0,4,2,2,12,0.37,5,7,0,0,0,0
ITA-Serie A,1920,Fiorentina,Federico Brancolini,ITA,GK,18,2001,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,1920,Fiorentina,Federico Ceccherini,ITA,DF,27,1992,9.3,5,0.54,4,0,1,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,1920,Fiorentina,Federico Chiesa,ITA,"FW,DF",21,1997,29.3,112,3.82,68,2,12,12,16,2,14,0.48,8,0,2,2,2,0
ITA-Serie A,1920,Fiorentina,Franck Ribéry,FRA,FW,36,1983,15.7,78,4.93,56,2,8,3,8,1,8,0.51,3,0,2,2,1,0
ITA-Serie A,1920,Fiorentina,Gaetano Castrovilli,ITA,MF,22,1997,29.7,113,3.8,82,3,10,4,13,1,8,0.27,6,1,0,0,1,0
ITA-Serie A,1920,Fiorentina,Germán Pezzella,ARG,DF,28,1991,31.4,22,0.7,16,1,0,2,2,1,3,0.1,1,0,0,1,1,0
ITA-Serie A,1920,Fiorentina,Igor,BRA,DF,21,1998,6.8,5,0.74,3,1,0,0,0,1,0,0.0,0,0,0,0,0,0
ITA-Serie A,1920,Fiorentina,Kevin Agudelo,COL,"MF,FW",20,1998,0.7,7,9.84,4,0,3,0,0,0,1,1.41,1,0,0,0,0,0
ITA-Serie A,1920,Fiorentina,Kevin-Prince Boateng,GHA,FW,32,1987,6.7,21,3.16,19,0,0,0,2,0,2,0.3,2,0,0,0,0,0
ITA-Serie A,1920,Fiorentina,Lorenzo Venuti,ITA,"DF,MF",24,1995,9.5,21,2.21,19,0,1,0,1,0,3,0.32,1,0,1,0,1,0
ITA-Serie A,1920,Fiorentina,Luca Ranieri,ITA,DF,20,1999,2.6,8,3.12,6,0,2,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,1920,Fiorentina,Marco Benassi,ITA,MF,24,1994,10.9,26,2.39,21,0,0,4,1,0,2,0.18,1,0,0,1,0,0
ITA-Serie A,1920,Fiorentina,Martín Cáceres,URU,DF,32,1987,26.2,33,1.26,22,5,0,5,1,0,1,0.04,0,0,0,1,0,0
ITA-Serie A,1920,Fiorentina,Maximiliano Olivera,URU,MF,27,1992,0.1,1,10.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,1920,Fiorentina,Milan Badelj,CRO,MF,30,1989,17.6,47,2.67,39,2,2,0,2,2,1,0.06,1,0,0,0,0,0
ITA-Serie A,1920,Fiorentina,Nikola Milenković,SRB,DF,21,1997,36.2,25,0.69,24,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,1920,Fiorentina,Patrick Cutrone,ITA,FW,21,1998,9.3,19,2.04,14,0,0,3,2,0,2,0.21,1,0,0,0,1,0
ITA-Serie A,1920,Fiorentina,Pedro,BRA,FW,22,1997,0.7,2,2.86,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,1920,Fiorentina,Pietro Terracciano,ITA,GK,29,1990,6.9,1,0.14,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,1920,Fiorentina,Pol Lirola,ESP,DF,21,1997,29.4,70,2.38,61,2,5,2,0,0,6,0.2,5,0,1,0,0,0
ITA-Serie A,1920,Fiorentina,Rachid Ghezzal,ALG,"MF,FW",27,1992,9.2,36,3.91,28,3,2,0,3,0,1,0.11,1,0,0,0,0,0
ITA-Serie A,1920,Fiorentina,Riccardo Sottil,ITA,"FW,DF",20,1999,5.7,27,4.72,14,0,5,3,5,0,4,0.7,2,0,0,2,0,0
ITA-Serie A,1920,Fiorentina,Sebastián Cristóforo,URU,MF,25,1993,1.0,5,5.0,2,3,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,1920,Fiorentina,Szymon Żurkowski,POL,MF,21,1997,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,1920,Fiorentina,Valentin Eysseric,FRA,"FW,MF",27,1992,0.5,4,8.57,3,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,1920,Genoa,Adama Soumaoro,FRA,DF,27,1992,7.1,1,0.14,1,0,0,0,0,0,1,0.14,1,0,0,0,0,0
ITA-Serie A,1920,Genoa,Andrea Favilli,ITA,FW,22,1997,7.3,16,2.19,12,0,0,1,2,1,0,0.0,0,0,0,0,0,0
ITA-Serie A,1920,Genoa,Andrea Masiello,ITA,DF,33,1986,14.7,10,0.68,9,0,0,1,0,0,3,0.2,2,0,0,1,0,0
ITA-Serie A,1920,Genoa,Andrea Pinamonti,ITA,FW,20,1999,24.8,49,1.97,30,0,4,7,6,2,6,0.24,3,0,1,1,1,0
ITA-Serie A,1920,Genoa,Antonio Barreca,ITA,"DF,FW",24,1995,12.2,15,1.23,11,2,1,1,0,0,1,0.08,1,0,0,0,0,0
ITA-Serie A,1920,Genoa,Antonio Sanabria,PAR,FW,23,1996,15.4,43,2.79,28,0,4,5,3,3,5,0.32,3,0,1,0,1,0
ITA-Serie A,1920,Genoa,Christian Kouamé,CIV,FW,21,1997,10.2,31,3.05,24,1,0,1,5,0,5,0.49,3,0,0,0,2,0
ITA-Serie A,1920,Genoa,Cristian Romero,ARG,DF,21,1998,28.6,31,1.08,24,0,2,1,3,1,4,0.14,2,0,0,1,1,0
ITA-Serie A,1920,Genoa,Cristián Zapata,COL,DF,32,1986,19.1,13,0.68,9,0,0,3,0,1,0,0.0,0,0,0,0,0,0
ITA-Serie A,1920,Genoa,Davide Biraschi,ITA,DF,25,1994,21.9,26,1.19,18,2,1,2,3,0,3,0.14,2,1,0,0,0,0
ITA-Serie A,1920,Genoa,Denilho Cleonise,NED,FW,17,2001,0.5,1,1.91,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,1920,Genoa,Domenico Criscito,ITA,DF,32,1986,22.8,37,1.62,29,8,0,0,0,0,1,0.04,1,0,0,0,0,0
ITA-Serie A,1920,Genoa,Edoardo Goldaniga,ITA,DF,25,1993,8.7,9,1.03,8,0,0,1,0,0,1,0.11,1,0,0,0,0,0
ITA-Serie A,1920,Genoa,Filip Jagiełło,POL,MF,21,1997,6.1,19,3.1,16,1,1,0,0,1,3,0.49,1,1,0,0,0,1
ITA-Serie A,1920,Genoa,Francesco Cassata,ITA,MF,22,1997,16.2,32,1.98,29,0,0,0,3,0,3,0.19,3,0,0,0,0,0
ITA-Serie A,1920,Genoa,Goran Pandev,MKD,"FW,MF",36,1983,18.7,72,3.84,52,2,8,4,6,0,15,0.8,7,1,3,1,3,0
ITA-Serie A,1920,Genoa,Iago Falque,ESP,MF,29,1990,5.8,22,3.82,17,2,2,1,0,0,2,0.35,2,0,0,0,0,0
ITA-Serie A,1920,Genoa,Ionuț Radu,ROU,GK,22,1997,17.0,4,0.24,4,0,0,0,0,0,2,0.12,2,0,0,0,0,0
ITA-Serie A,1920,Genoa,Ivan Radovanović,SRB,MF,30,1988,14.6,26,1.78,22,1,0,3,0,0,2,0.14,2,0,0,0,0,0
ITA-Serie A,1920,Genoa,Jawad El Yamiq,MAR,DF,27,1992,2.2,3,1.37,2,0,0,0,0,1,0,0.0,0,0,0,0,0,0
ITA-Serie A,1920,Genoa,Kevin Agudelo,COL,"MF,FW",20,1998,7.4,32,4.33,24,0,5,0,1,2,2,0.27,1,0,0,0,0,1
ITA-Serie A,1920,Genoa,Lasse Schöne,DEN,MF,33,1986,27.0,85,3.15,41,31,3,8,2,0,4,0.15,1,1,0,2,0,0
ITA-Serie A,1920,Genoa,Lukas Lerager,DEN,MF,26,1993,15.4,37,2.4,30,2,0,3,1,1,5,0.32,5,0,0,0,0,0
ITA-Serie A,1920,Genoa,Marko Pajač,CRO,"DF,FW",26,1993,8.4,24,2.84,18,3,2,0,1,0,1,0.12,1,0,0,0,0,0
ITA-Serie A,1920,Genoa,Mattia Destro,ITA,"FW,MF",28,1991,1.7,3,1.8,1,0,2,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,1920,Genoa,Mattia Perin,ITA,GK,26,1992,21.0,2,0.1,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,1920,Genoa,Nicolò Rovella,ITA,MF,17,2001,1.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,1920,Genoa,Paolo Ghiglione,ITA,"DF,FW",22,1997,19.1,39,2.04,33,1,2,2,1,0,6,0.31,6,0,0,0,0,0
ITA-Serie A,1920,Genoa,Peter Ankersen,DEN,DF,28,1990,11.8,19,1.61,14,1,2,1,1,0,1,0.08,1,0,0,0,0,0
ITA-Serie A,1920,Genoa,Riccardo Saponara,ITA,"MF,FW",27,1991,1.9,8,4.29,7,0,1,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,1920,Genoa,Rômulo,ITA,DF,32,1987,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,1920,Genoa,Sinan Gümüş,,"FW,MF",25,1994,1.1,2,1.87,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,1920,Genoa,Stefano Sturaro,ITA,MF,26,1993,13.9,29,2.08,15,2,1,4,6,1,4,0.29,2,0,0,0,2,0
ITA-Serie A,1920,Genoa,Valon Behrami,SUI,MF,34,1985,12.3,14,1.14,9,0,0,1,3,1,0,0.0,0,0,0,0,0,0
ITA-Serie A,1920,Hellas Verona,Alan Empereur,BRA,DF,25,1994,9.5,5,0.53,4,0,1,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,1920,Hellas Verona,Amir Rrahmani,KVX,DF,25,1994,35.9,33,0.92,24,0,3,6,0,0,4,0.11,1,0,1,2,0,0
ITA-Serie A,1920,Hellas Verona,Andrea Danzi,ITA,MF,20,1999,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,1920,Hellas Verona,Boris Radunović,SRB,GK,23,1996,3.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,1920,Hellas Verona,Claud Adjapong,ITA,DF,21,1998,2.6,1,0.39,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,1920,Hellas Verona,Darko Lazović,SRB,DF,28,1990,36.0,112,3.11,85,7,14,5,1,0,18,0.5,14,0,3,1,0,0
ITA-Serie A,1920,Hellas Verona,Davide Faraoni,ITA,DF,27,1991,35.9,67,1.87,48,9,3,5,2,0,4,0.11,3,1,0,0,0,0
ITA-Serie A,1920,Hellas Verona,Eddie Salcedo,ITA,"FW,MF",17,2001,7.6,21,2.78,17,0,0,2,2,0,1,0.13,1,0,0,0,0,0
ITA-Serie A,1920,Hellas Verona,Emmanuel Agyemang-Badu,GHA,MF,28,1990,2.6,4,1.57,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,1920,Hellas Verona,Fabio Borini,ITA,"MF,FW",28,1991,9.0,29,3.23,14,2,5,5,2,1,3,0.33,0,0,1,0,1,1
ITA-Serie A,1920,Hellas Verona,Federico Dimarco,ITA,DF,21,1997,5.8,19,3.28,12,6,0,1,0,0,4,0.69,3,1,0,0,0,0
ITA-Serie A,1920,Hellas Verona,Gennaro Tutino,ITA,"FW,MF",22,1996,2.5,5,2.0,3,0,0,1,1,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,1920,Hellas Verona,Giampaolo Pazzini,ITA,"FW,MF",34,1984,3.4,6,1.76,5,0,0,1,0,0,1,0.29,0,0,0,1,0,0
ITA-Serie A,1920,Hellas Verona,Koray Günter,GER,DF,24,1994,30.4,14,0.46,12,0,0,0,1,1,1,0.03,1,0,0,0,0,0
ITA-Serie A,1920,Hellas Verona,Liam Henderson,SCO,MF,23,1996,2.2,3,1.38,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,1920,Hellas Verona,Lucas Felippe,BRA,"MF,DF",19,2000,0.3,1,3.21,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,1920,Hellas Verona,Luigi Vitale,ITA,DF,31,1987,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,1920,Hellas Verona,Marash Kumbulla,ALB,DF,19,2000,21.7,12,0.55,10,0,0,1,1,0,2,0.09,0,0,0,1,1,0
ITA-Serie A,1920,Hellas Verona,Marco Silvestri,ITA,GK,28,1991,35.0,2,0.06,0,2,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,1920,Hellas Verona,Mariusz Stępiński,POL,"FW,MF",24,1995,7.8,8,1.02,4,0,0,2,2,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,1920,Hellas Verona,Matteo Lovato,ITA,DF,19,2000,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,1920,Hellas Verona,Matteo Pessina,ITA,MF,22,1997,27.7,59,2.13,47,2,1,4,5,0,3,0.11,2,0,1,0,0,0
ITA-Serie A,1920,Hellas Verona,Mattia Zaccagni,ITA,"MF,FW",24,1995,23.5,74,3.15,58,1,5,5,5,0,11,0.47,8,0,0,0,3,0
ITA-Serie A,1920,Hellas Verona,Miguel Veloso,POR,MF,33,1986,31.2,110,3.52,67,33,3,6,0,1,7,0.22,4,3,0,0,0,0
ITA-Serie A,1920,Hellas Verona,Paweł Dawidowicz,POL,DF,24,1995,7.7,5,0.65,3,1,0,1,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,1920,Hellas Verona,Salvatore Bocchetti,ITA,DF,32,1986,3.4,1,0.3,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,1920,Hellas Verona,Samuel Di Carmine,ITA,"FW,MF",30,1988,14.4,23,1.6,14,0,0,4,4,1,2,0.14,1,0,0,0,1,0
ITA-Serie A,1920,Hellas Verona,Sofyan Amrabat,MAR,MF,22,1996,32.4,81,2.5,72,1,4,0,3,1,7,0.22,6,0,0,0,1,0
ITA-Serie A,1920,Hellas Verona,Valentin Eysseric,FRA,"MF,FW",27,1992,3.9,19,4.84,15,3,1,0,0,0,2,0.51,2,0,0,0,0,0
ITA-Serie A,1920,Hellas Verona,Valerio Verre,ITA,"MF,FW",25,1994,19.7,52,2.64,39,3,1,7,2,0,7,0.36,5,0,1,1,0,0
ITA-Serie A,1920,Inter,Alessandro Bastoni,ITA,DF,20,1999,21.3,36,1.69,29,1,2,3,0,1,2,0.09,2,0,0,0,0,0
ITA-Serie A,1920,Inter,Alexis Sánchez,CHI,FW,30,1988,10.3,68,6.63,44,11,2,5,4,2,13,1.27,9,2,0,0,1,1
ITA-Serie A,1920,Inter,Andrea Ranocchia,ITA,DF,31,1988,5.8,2,0.34,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,1920,Inter,Antonio Candreva,ITA,DF,32,1987,22.1,89,4.02,65,13,3,5,3,0,12,0.54,8,2,0,2,0,0
